13849232,
880125263719407000,
2676454001,
69575754,
1546857337,
799223269643653000,
2956814350,
936547112992542000,
2709732435,
484297558,
382476223,
1156482438,
132569323,
4013059683,
2840422961,
840684838382387000,
1009529184996282371,
1008700147394543616,
940805510948933633,
722129609928667141,
948893875225137152,
993219876444606464,
753288514062589952,
